,enter_time,leave_time
flow_1_205,1846.0,nan
flow_0_205,1846.0,nan
flow_3_205,1846.0,nan
flow_2_205,1846.0,nan
flow_1_206,1855.0,nan
flow_3_206,1855.0,nan
flow_2_206,1855.0,nan
flow_0_206,1855.0,nan
flow_1_207,1864.0,nan
flow_0_207,1864.0,nan
flow_2_207,1864.0,nan
flow_3_207,1864.0,nan
flow_3_208,1873.0,nan
flow_2_208,1873.0,nan
flow_0_208,1873.0,nan
flow_1_208,1873.0,nan
flow_2_209,1882.0,nan
flow_0_209,1882.0,nan
flow_1_209,1882.0,nan
flow_3_209,1882.0,nan
flow_3_210,1891.0,nan
flow_2_210,1891.0,nan
flow_1_210,1891.0,nan
flow_0_210,1891.0,nan
flow_3_211,1900.0,nan
flow_2_211,1900.0,nan
flow_1_211,1900.0,nan
flow_0_211,1900.0,nan
flow_1_212,1909.0,nan
flow_0_212,1909.0,nan
flow_3_212,1909.0,nan
flow_2_212,1909.0,nan
flow_3_213,1918.0,nan
flow_2_213,1918.0,nan
flow_0_213,1918.0,nan
flow_1_213,1918.0,nan
flow_3_214,1927.0,nan
flow_2_214,1927.0,nan
flow_0_214,1927.0,nan
flow_1_214,1927.0,nan
flow_0_215,1936.0,nan
flow_2_215,1936.0,nan
flow_3_215,1936.0,nan
flow_1_215,1936.0,nan
flow_0_216,1945.0,nan
flow_3_216,1945.0,nan
flow_1_216,1945.0,nan
flow_2_216,1945.0,nan
flow_3_217,1954.0,nan
flow_1_217,1954.0,nan
flow_0_217,1954.0,nan
flow_2_217,1954.0,nan
flow_3_218,1963.0,nan
flow_0_218,1963.0,nan
flow_2_218,1963.0,nan
flow_1_218,1963.0,nan
flow_2_219,1972.0,nan
flow_1_219,1972.0,nan
flow_0_219,1972.0,nan
flow_3_219,1972.0,nan
flow_1_220,1981.0,nan
flow_3_220,1981.0,nan
flow_0_220,1981.0,nan
flow_2_220,1981.0,nan
flow_2_221,1990.0,nan
flow_1_221,1990.0,nan
flow_3_221,1990.0,nan
flow_0_221,1990.0,nan
flow_0_222,1999.0,nan
flow_2_222,1999.0,nan
flow_1_222,1999.0,nan
flow_3_222,1999.0,nan
flow_0_223,2008.0,nan
flow_1_223,2008.0,nan
flow_3_223,2008.0,nan
flow_2_223,2008.0,nan
flow_1_224,2017.0,nan
flow_2_224,2017.0,nan
flow_3_224,2017.0,nan
flow_0_224,2017.0,nan
flow_0_225,2026.0,nan
flow_1_225,2026.0,nan
flow_3_225,2026.0,nan
flow_2_225,2026.0,nan
flow_2_226,2035.0,nan
flow_1_226,2035.0,nan
flow_0_226,2035.0,nan
flow_3_226,2035.0,nan
flow_1_227,2044.0,nan
flow_2_227,2044.0,nan
flow_3_227,2044.0,nan
flow_0_227,2044.0,nan
flow_0_228,2053.0,nan
flow_1_228,2053.0,nan
flow_2_228,2053.0,nan
flow_3_228,2053.0,nan
flow_2_229,2062.0,nan
flow_0_229,2062.0,nan
flow_3_229,2062.0,nan
flow_1_229,2062.0,nan
flow_2_230,2071.0,nan
flow_0_230,2071.0,nan
flow_1_230,2071.0,nan
flow_3_230,2071.0,nan
flow_2_231,2080.0,nan
flow_0_231,2080.0,nan
flow_3_231,2080.0,nan
flow_1_231,2080.0,nan
flow_0_232,2089.0,nan
flow_1_232,2089.0,nan
flow_2_232,2089.0,nan
flow_3_232,2089.0,nan
flow_3_233,2098.0,nan
flow_0_233,2098.0,nan
flow_2_233,2098.0,nan
flow_1_233,2098.0,nan
flow_1_234,2107.0,nan
flow_2_234,2107.0,nan
flow_3_234,2107.0,nan
flow_0_234,2107.0,nan
flow_1_235,2116.0,nan
flow_3_235,2116.0,nan
flow_2_235,2116.0,nan
flow_0_235,2116.0,nan
flow_3_236,2125.0,nan
flow_2_236,2125.0,nan
flow_1_236,2125.0,nan
flow_0_236,2125.0,nan
flow_3_237,2134.0,nan
flow_2_237,2134.0,nan
flow_1_237,2134.0,nan
flow_0_237,2134.0,nan
flow_1_238,2143.0,nan
flow_3_238,2143.0,nan
flow_2_238,2143.0,nan
flow_0_238,2143.0,nan
flow_1_239,2152.0,nan
flow_2_239,2152.0,nan
flow_0_239,2152.0,nan
flow_3_239,2152.0,nan
flow_2_240,2161.0,nan
flow_3_240,2161.0,nan
flow_0_240,2161.0,nan
flow_1_240,2161.0,nan
flow_2_241,2170.0,nan
flow_3_241,2170.0,nan
flow_0_241,2170.0,nan
flow_1_241,2170.0,nan
flow_0_242,2179.0,nan
flow_1_242,2179.0,nan
flow_3_242,2179.0,nan
flow_2_242,2179.0,nan
flow_0_243,2188.0,nan
flow_3_243,2188.0,nan
flow_1_243,2188.0,nan
flow_2_243,2188.0,nan
flow_3_244,2197.0,nan
flow_2_244,2197.0,nan
flow_1_244,2197.0,nan
flow_0_244,2197.0,nan
flow_3_245,2206.0,nan
flow_1_245,2206.0,nan
flow_2_245,2206.0,nan
flow_0_245,2206.0,nan
flow_3_246,2215.0,nan
flow_0_246,2215.0,nan
flow_2_246,2215.0,nan
flow_1_246,2215.0,nan
flow_0_247,2224.0,nan
flow_1_247,2224.0,nan
flow_2_247,2224.0,nan
flow_3_247,2224.0,nan
flow_3_248,2233.0,nan
flow_0_248,2233.0,nan
flow_2_248,2233.0,nan
flow_1_248,2233.0,nan
flow_1_249,2242.0,nan
flow_0_249,2242.0,nan
flow_3_249,2242.0,nan
flow_2_249,2242.0,nan
flow_2_250,2251.0,nan
flow_1_250,2251.0,nan
flow_3_250,2251.0,nan
flow_0_250,2251.0,nan
flow_0_251,2260.0,nan
flow_1_251,2260.0,nan
flow_2_251,2260.0,nan
flow_3_251,2260.0,nan
flow_1_252,2269.0,nan
flow_2_252,2269.0,nan
flow_3_252,2269.0,nan
flow_0_252,2269.0,nan
flow_2_253,2278.0,nan
flow_0_253,2278.0,nan
flow_3_253,2278.0,nan
flow_1_253,2278.0,nan
flow_1_254,2287.0,nan
flow_0_254,2287.0,nan
flow_3_254,2287.0,nan
flow_2_254,2287.0,nan
flow_0_255,2296.0,nan
flow_3_255,2296.0,nan
flow_1_255,2296.0,nan
flow_2_255,2296.0,nan
flow_0_256,2305.0,nan
flow_2_256,2305.0,nan
flow_3_256,2305.0,nan
flow_1_256,2305.0,nan
flow_2_257,2314.0,nan
flow_3_257,2314.0,nan
flow_1_257,2314.0,nan
flow_0_257,2314.0,nan
flow_2_258,2323.0,nan
flow_0_258,2323.0,nan
flow_1_258,2323.0,nan
flow_3_258,2323.0,nan
flow_2_259,2332.0,nan
flow_0_259,2332.0,nan
flow_1_259,2332.0,nan
flow_3_259,2332.0,nan
flow_2_260,2341.0,nan
flow_1_260,2341.0,nan
flow_3_260,2341.0,nan
flow_0_260,2341.0,nan
flow_2_261,2350.0,nan
flow_0_261,2350.0,nan
flow_1_261,2350.0,nan
flow_3_261,2350.0,nan
flow_1_262,2359.0,nan
flow_0_262,2359.0,nan
flow_3_262,2359.0,nan
flow_2_262,2359.0,nan
flow_2_263,2368.0,nan
flow_3_263,2368.0,nan
flow_0_263,2368.0,nan
flow_1_263,2368.0,nan
flow_2_264,2377.0,nan
flow_1_264,2377.0,nan
flow_0_264,2377.0,nan
flow_3_264,2377.0,nan
flow_3_265,2386.0,nan
flow_0_265,2386.0,nan
flow_2_265,2386.0,nan
flow_1_265,2386.0,nan
flow_0_266,2395.0,nan
flow_2_266,2395.0,nan
flow_3_266,2395.0,nan
flow_1_266,2395.0,nan
flow_0_267,2404.0,nan
flow_3_267,2404.0,nan
flow_2_267,2404.0,nan
flow_1_267,2404.0,nan
flow_0_268,2413.0,nan
flow_3_268,2413.0,nan
flow_2_268,2413.0,nan
flow_1_268,2413.0,nan
flow_0_269,2422.0,nan
flow_1_269,2422.0,nan
flow_3_269,2422.0,nan
flow_2_269,2422.0,nan
flow_0_270,2431.0,nan
flow_1_270,2431.0,nan
flow_2_270,2431.0,nan
flow_3_270,2431.0,nan
flow_3_271,2440.0,nan
flow_0_271,2440.0,nan
flow_2_271,2440.0,nan
flow_1_271,2440.0,nan
flow_1_272,2449.0,nan
flow_2_272,2449.0,nan
flow_3_272,2449.0,nan
flow_0_272,2449.0,nan
flow_2_273,2458.0,nan
flow_0_273,2458.0,nan
flow_3_273,2458.0,nan
flow_1_273,2458.0,nan
flow_0_274,2467.0,nan
flow_1_274,2467.0,nan
flow_2_274,2467.0,nan
flow_3_274,2467.0,nan
flow_3_275,2476.0,nan
flow_2_275,2476.0,nan
flow_0_275,2476.0,nan
flow_1_275,2476.0,nan
flow_0_276,2485.0,nan
flow_1_276,2485.0,nan
flow_3_276,2485.0,nan
flow_2_276,2485.0,nan
flow_0_277,2494.0,nan
flow_2_277,2494.0,nan
flow_1_277,2494.0,nan
flow_3_277,2494.0,nan
flow_3_278,2503.0,nan
flow_2_278,2503.0,nan
flow_0_278,2503.0,nan
flow_1_278,2503.0,nan
flow_2_279,2512.0,nan
flow_3_279,2512.0,nan
flow_0_279,2512.0,nan
flow_1_279,2512.0,nan
flow_1_280,2521.0,nan
flow_2_280,2521.0,nan
flow_0_280,2521.0,nan
flow_3_280,2521.0,nan
flow_2_281,2530.0,nan
flow_3_281,2530.0,nan
flow_0_281,2530.0,nan
flow_1_281,2530.0,nan
flow_3_282,2539.0,nan
flow_0_282,2539.0,nan
flow_1_282,2539.0,nan
flow_2_282,2539.0,nan
flow_0_283,2548.0,nan
flow_1_283,2548.0,nan
flow_3_283,2548.0,nan
flow_2_283,2548.0,nan
flow_3_284,2557.0,nan
flow_2_284,2557.0,nan
flow_0_284,2557.0,nan
flow_1_284,2557.0,nan
flow_3_285,2566.0,nan
flow_1_285,2566.0,nan
flow_0_285,2566.0,nan
flow_2_285,2566.0,nan
flow_2_286,2575.0,nan
flow_3_286,2575.0,nan
flow_1_286,2575.0,nan
flow_0_286,2575.0,nan
flow_2_287,2584.0,nan
flow_1_287,2584.0,nan
flow_0_287,2584.0,nan
flow_3_287,2584.0,nan
flow_2_288,2593.0,nan
flow_0_288,2593.0,nan
flow_1_288,2593.0,nan
flow_3_288,2593.0,nan
flow_2_289,2602.0,nan
flow_3_289,2602.0,nan
flow_0_289,2602.0,nan
flow_1_289,2602.0,nan
flow_0_290,2611.0,nan
flow_3_290,2611.0,nan
flow_1_290,2611.0,nan
flow_2_290,2611.0,nan
flow_3_291,2620.0,nan
flow_2_291,2620.0,nan
flow_1_291,2620.0,nan
flow_0_291,2620.0,nan
flow_2_292,2629.0,nan
flow_1_292,2629.0,nan
flow_3_292,2629.0,nan
flow_0_292,2629.0,nan
flow_1_293,2638.0,nan
flow_2_293,2638.0,nan
flow_0_293,2638.0,nan
flow_3_293,2638.0,nan
flow_1_294,2647.0,nan
flow_2_294,2647.0,nan
flow_3_294,2647.0,nan
flow_0_294,2647.0,nan
flow_1_295,2656.0,nan
flow_0_295,2656.0,nan
flow_2_295,2656.0,nan
flow_3_295,2656.0,nan
flow_3_296,2665.0,nan
flow_2_296,2665.0,nan
flow_0_296,2665.0,nan
flow_1_296,2665.0,nan
flow_1_297,2674.0,nan
flow_0_297,2674.0,nan
flow_2_297,2674.0,nan
flow_3_297,2674.0,nan
flow_0_298,2683.0,nan
flow_3_298,2683.0,nan
flow_2_298,2683.0,nan
flow_1_298,2683.0,nan
flow_1_299,2692.0,nan
flow_0_299,2692.0,nan
flow_2_299,2692.0,nan
flow_3_299,2692.0,nan
flow_1_300,2701.0,nan
flow_2_300,2701.0,nan
flow_3_300,2701.0,nan
flow_0_300,2701.0,nan
flow_0_301,2710.0,nan
flow_2_301,2710.0,nan
flow_3_301,2710.0,nan
flow_1_301,2710.0,nan
flow_2_302,2719.0,nan
flow_0_302,2719.0,nan
flow_1_302,2719.0,nan
flow_3_302,2719.0,nan
flow_2_303,2728.0,nan
flow_1_303,2728.0,nan
flow_0_303,2728.0,nan
flow_3_303,2728.0,nan
flow_2_304,2737.0,nan
flow_0_304,2737.0,nan
flow_1_304,2737.0,nan
flow_3_304,2737.0,nan
flow_2_305,2746.0,nan
flow_3_305,2746.0,nan
flow_1_305,2746.0,nan
flow_0_305,2746.0,nan
flow_1_306,2755.0,nan
flow_3_306,2755.0,nan
flow_0_306,2755.0,nan
flow_2_306,2755.0,nan
flow_2_307,2764.0,nan
flow_1_307,2764.0,nan
flow_3_307,2764.0,nan
flow_0_307,2764.0,nan
flow_3_308,2773.0,nan
flow_2_308,2773.0,nan
flow_0_308,2773.0,nan
flow_1_308,2773.0,nan
flow_3_309,2782.0,nan
flow_0_309,2782.0,nan
flow_2_309,2782.0,nan
flow_1_309,2782.0,nan
flow_2_310,2791.0,nan
flow_1_310,2791.0,nan
flow_3_310,2791.0,nan
flow_0_310,2791.0,nan
flow_1_311,2800.0,nan
flow_3_311,2800.0,nan
flow_0_311,2800.0,nan
flow_2_311,2800.0,nan
flow_2_312,2809.0,nan
flow_0_312,2809.0,nan
flow_3_312,2809.0,nan
flow_1_312,2809.0,nan
flow_0_313,2818.0,nan
flow_2_313,2818.0,nan
flow_3_313,2818.0,nan
flow_1_313,2818.0,nan
flow_0_314,2827.0,nan
flow_1_314,2827.0,nan
flow_2_314,2827.0,nan
flow_3_314,2827.0,nan
flow_1_315,2836.0,nan
flow_0_315,2836.0,nan
flow_3_315,2836.0,nan
flow_2_315,2836.0,nan
flow_0_316,2845.0,nan
flow_3_316,2845.0,nan
flow_2_316,2845.0,nan
flow_1_316,2845.0,nan
flow_1_317,2854.0,nan
flow_2_317,2854.0,nan
flow_3_317,2854.0,nan
flow_0_317,2854.0,nan
flow_2_318,2863.0,nan
flow_1_318,2863.0,nan
flow_3_318,2863.0,nan
flow_0_318,2863.0,nan
flow_2_319,2872.0,nan
flow_3_319,2872.0,nan
flow_1_319,2872.0,nan
flow_0_319,2872.0,nan
flow_3_320,2881.0,nan
flow_1_320,2881.0,nan
flow_0_320,2881.0,nan
flow_2_320,2881.0,nan
flow_0_321,2890.0,nan
flow_1_321,2890.0,nan
flow_3_321,2890.0,nan
flow_2_321,2890.0,nan
flow_3_322,2899.0,nan
flow_2_322,2899.0,nan
flow_1_322,2899.0,nan
flow_0_322,2899.0,nan
flow_0_323,2908.0,nan
flow_3_323,2908.0,nan
flow_2_323,2908.0,nan
flow_1_323,2908.0,nan
flow_2_324,2917.0,nan
flow_1_324,2917.0,nan
flow_3_324,2917.0,nan
flow_0_324,2917.0,nan
flow_3_325,2926.0,nan
flow_0_325,2926.0,nan
flow_2_325,2926.0,nan
flow_1_325,2926.0,nan
flow_1_326,2935.0,nan
flow_2_326,2935.0,nan
flow_3_326,2935.0,nan
flow_0_326,2935.0,nan
flow_1_327,2944.0,nan
flow_2_327,2944.0,nan
flow_0_327,2944.0,nan
flow_3_327,2944.0,nan
flow_3_328,2953.0,nan
flow_1_328,2953.0,nan
flow_0_328,2953.0,nan
flow_2_328,2953.0,nan
flow_3_329,2962.0,nan
flow_1_329,2962.0,nan
flow_0_329,2962.0,nan
flow_2_329,2962.0,nan
flow_1_330,2971.0,nan
flow_3_330,2971.0,nan
flow_0_330,2971.0,nan
flow_2_330,2971.0,nan
flow_2_331,2980.0,nan
flow_0_331,2980.0,nan
flow_1_331,2980.0,nan
flow_3_331,2980.0,nan
flow_1_332,2989.0,nan
flow_3_332,2989.0,nan
flow_2_332,2989.0,nan
flow_0_332,2989.0,nan
flow_0_333,2998.0,nan
flow_2_333,2998.0,nan
flow_1_333,2998.0,nan
flow_3_333,2998.0,nan
flow_3_334,3007.0,nan
flow_0_334,3007.0,nan
flow_1_334,3007.0,nan
flow_2_334,3007.0,nan
flow_0_335,3016.0,nan
flow_3_335,3016.0,nan
flow_2_335,3016.0,nan
flow_1_335,3016.0,nan
flow_3_336,3025.0,nan
flow_2_336,3025.0,nan
flow_0_336,3025.0,nan
flow_1_336,3025.0,nan
flow_2_337,3034.0,nan
flow_1_337,3034.0,nan
flow_3_337,3034.0,nan
flow_0_337,3034.0,nan
flow_3_338,3043.0,nan
flow_2_338,3043.0,nan
flow_1_338,3043.0,nan
flow_0_338,3043.0,nan
flow_0_339,3052.0,nan
flow_2_339,3052.0,nan
flow_3_339,3052.0,nan
flow_1_339,3052.0,nan
flow_1_340,3061.0,nan
flow_0_340,3061.0,nan
flow_2_340,3061.0,nan
flow_3_340,3061.0,nan
flow_3_341,3070.0,nan
flow_2_341,3070.0,nan
flow_0_341,3070.0,nan
flow_1_341,3070.0,nan
flow_0_342,3079.0,nan
flow_2_342,3079.0,nan
flow_1_342,3079.0,nan
flow_3_342,3079.0,nan
flow_2_343,3088.0,nan
flow_3_343,3088.0,nan
flow_0_343,3088.0,nan
flow_1_343,3088.0,nan
flow_1_344,3097.0,nan
flow_3_344,3097.0,nan
flow_2_344,3097.0,nan
flow_0_344,3097.0,nan
flow_0_345,3106.0,nan
flow_1_345,3106.0,nan
flow_3_345,3106.0,nan
flow_2_345,3106.0,nan
flow_3_346,3115.0,nan
flow_2_346,3115.0,nan
flow_1_346,3115.0,nan
flow_0_346,3115.0,nan
flow_0_347,3124.0,nan
flow_1_347,3124.0,nan
flow_2_347,3124.0,nan
flow_3_347,3124.0,nan
flow_0_348,3133.0,nan
flow_1_348,3133.0,nan
flow_2_348,3133.0,nan
flow_3_348,3133.0,nan
flow_3_349,3142.0,nan
flow_2_349,3142.0,nan
flow_1_349,3142.0,nan
flow_0_349,3142.0,nan
flow_3_350,3151.0,nan
flow_2_350,3151.0,nan
flow_1_350,3151.0,nan
flow_0_350,3151.0,nan
flow_0_351,3160.0,nan
flow_2_351,3160.0,nan
flow_3_351,3160.0,nan
flow_1_351,3160.0,nan
flow_3_352,3169.0,nan
flow_0_352,3169.0,nan
flow_2_352,3169.0,nan
flow_1_352,3169.0,nan
flow_2_353,3178.0,nan
flow_0_353,3178.0,nan
flow_3_353,3178.0,nan
flow_1_353,3178.0,nan
flow_3_354,3187.0,nan
flow_1_354,3187.0,nan
flow_0_354,3187.0,nan
flow_2_354,3187.0,nan
flow_3_355,3196.0,nan
flow_1_355,3196.0,nan
flow_2_355,3196.0,nan
flow_0_355,3196.0,nan
flow_2_356,3205.0,nan
flow_3_356,3205.0,nan
flow_1_356,3205.0,nan
flow_0_356,3205.0,nan
flow_0_357,3214.0,nan
flow_3_357,3214.0,nan
flow_1_357,3214.0,nan
flow_2_357,3214.0,nan
flow_1_358,3223.0,nan
flow_0_358,3223.0,nan
flow_2_358,3223.0,nan
flow_3_358,3223.0,nan
flow_2_359,3232.0,nan
flow_1_359,3232.0,nan
flow_3_359,3232.0,nan
flow_0_359,3232.0,nan
flow_1_360,3241.0,nan
flow_0_360,3241.0,nan
flow_3_360,3241.0,nan
flow_2_360,3241.0,nan
flow_2_361,3250.0,nan
flow_0_361,3250.0,nan
flow_3_361,3250.0,nan
flow_1_361,3250.0,nan
flow_0_362,3259.0,nan
flow_3_362,3259.0,nan
flow_1_362,3259.0,nan
flow_2_362,3259.0,nan
flow_1_363,3268.0,nan
flow_3_363,3268.0,nan
flow_2_363,3268.0,nan
flow_0_363,3268.0,nan
flow_0_364,3277.0,nan
flow_1_364,3277.0,nan
flow_3_364,3277.0,nan
flow_2_364,3277.0,nan
flow_2_365,3286.0,nan
flow_3_365,3286.0,nan
flow_1_365,3286.0,nan
flow_0_365,3286.0,nan
flow_0_366,3295.0,nan
flow_3_366,3295.0,nan
flow_1_366,3295.0,nan
flow_2_366,3295.0,nan
flow_1_367,3304.0,nan
flow_0_367,3304.0,nan
flow_2_367,3304.0,nan
flow_3_367,3304.0,nan
flow_1_368,3313.0,nan
flow_0_368,3313.0,nan
flow_3_368,3313.0,nan
flow_2_368,3313.0,nan
flow_3_369,3322.0,nan
flow_1_369,3322.0,nan
flow_0_369,3322.0,nan
flow_2_369,3322.0,nan
flow_2_370,3331.0,nan
flow_0_370,3331.0,nan
flow_3_370,3331.0,nan
flow_1_370,3331.0,nan
flow_3_371,3340.0,nan
flow_0_371,3340.0,nan
flow_2_371,3340.0,nan
flow_1_371,3340.0,nan
flow_1_372,3349.0,nan
flow_2_372,3349.0,nan
flow_0_372,3349.0,nan
flow_3_372,3349.0,nan
flow_1_373,3358.0,nan
flow_0_373,3358.0,nan
flow_3_373,3358.0,nan
flow_2_373,3358.0,nan
flow_2_374,3367.0,nan
flow_1_374,3367.0,nan
flow_3_374,3367.0,nan
flow_0_374,3367.0,nan
flow_1_375,3376.0,nan
flow_3_375,3376.0,nan
flow_2_375,3376.0,nan
flow_0_375,3376.0,nan
flow_0_376,3385.0,nan
flow_2_376,3385.0,nan
flow_1_376,3385.0,nan
flow_3_376,3385.0,nan
flow_3_377,3394.0,nan
flow_0_377,3394.0,nan
flow_1_377,3394.0,nan
flow_2_377,3394.0,nan
flow_1_378,3403.0,nan
flow_2_378,3403.0,nan
flow_0_378,3403.0,nan
flow_3_378,3403.0,nan
flow_0_379,3412.0,nan
flow_2_379,3412.0,nan
flow_1_379,3412.0,nan
flow_3_379,3412.0,nan
flow_2_380,3421.0,nan
flow_0_380,3421.0,nan
flow_3_380,3421.0,nan
flow_1_380,3421.0,nan
flow_3_381,3430.0,nan
flow_1_381,3430.0,nan
flow_2_381,3430.0,nan
flow_0_381,3430.0,nan
flow_0_382,3439.0,nan
flow_3_382,3439.0,nan
flow_1_382,3439.0,nan
flow_2_382,3439.0,nan
flow_0_383,3448.0,nan
flow_1_383,3448.0,nan
flow_2_383,3448.0,nan
flow_3_383,3448.0,nan
flow_1_384,3457.0,nan
flow_3_384,3457.0,nan
flow_0_384,3457.0,nan
flow_2_384,3457.0,nan
flow_2_385,3466.0,nan
flow_0_385,3466.0,nan
flow_1_385,3466.0,nan
flow_3_385,3466.0,nan
flow_0_386,3475.0,nan
flow_2_386,3475.0,nan
flow_3_386,3475.0,nan
flow_1_386,3475.0,nan
flow_2_387,3484.0,nan
flow_0_387,3484.0,nan
flow_3_387,3484.0,nan
flow_1_387,3484.0,nan
flow_2_388,3493.0,nan
flow_1_388,3493.0,nan
flow_3_388,3493.0,nan
flow_0_388,3493.0,nan
flow_3_389,3502.0,nan
flow_1_389,3502.0,nan
flow_2_389,3502.0,nan
flow_0_389,3502.0,nan
flow_0_390,3511.0,nan
flow_2_390,3511.0,nan
flow_3_390,3511.0,nan
flow_1_390,3511.0,nan
flow_1_391,3520.0,nan
flow_0_391,3520.0,nan
flow_3_391,3520.0,nan
flow_2_391,3520.0,nan
flow_3_392,3529.0,nan
flow_0_392,3529.0,nan
flow_2_392,3529.0,nan
flow_1_392,3529.0,nan
flow_2_393,3538.0,nan
flow_0_393,3538.0,nan
flow_3_393,3538.0,nan
flow_1_393,3538.0,nan
flow_2_394,3547.0,nan
flow_0_394,3547.0,nan
flow_3_394,3547.0,nan
flow_1_394,3547.0,nan
flow_0_395,3556.0,nan
flow_1_395,3556.0,nan
flow_2_395,3556.0,nan
flow_3_395,3556.0,nan
flow_3_396,3565.0,nan
flow_0_396,3565.0,nan
flow_1_396,3565.0,nan
flow_2_396,3565.0,nan
flow_3_397,3574.0,nan
flow_2_397,3574.0,nan
flow_1_397,3574.0,nan
flow_0_397,3574.0,nan
flow_2_398,3583.0,nan
flow_1_398,3583.0,nan
flow_0_398,3583.0,nan
flow_3_398,3583.0,nan
flow_0_399,3592.0,nan
flow_3_399,3592.0,nan
flow_1_399,3592.0,nan
flow_2_399,3592.0,nan
